dates,distance,parcel_size,parcel_weights,traffic_levels,weather_conditions,sequence_in_delivery,delivery_time_window
2024-07-12,81.29,medium,29.18,medium,sunny,8.0,morning
2024-07-13,50.68,small,20.88,high,sunny,65.0,afternoon
2024-02-12,70.15,medium,19.7,medium,rainy,15.0,morning
2023-11-23,45.82,medium,21.89,low,sunny,1.0,morning
2023-11-01,24.53,medium,24.92,medium,foggy,45.0,afternoon
2023-12-01,97.07,small,21.93,high,rainy,78.0,evening
2024-01-30,57.0,medium,43.79,high,sunny,45.0,afternoon
2024-01-11,13.97,small,1.36,high,rainy,56.0,afternoon
2024-03-13,41.2,medium,28.35,medium,snowy,58.0,afternoon
2024-06-17,33.6,medium,42.29,low,,79.0,afternoon
2024-06-14,22.19,large,22.08,low,sunny,49.0,morning
2023-10-28,93.41,large,43.6,low,rainy,93.0,afternoon
2024-07-23,88.21,small,30.12,medium,rainy,7.0,morning
2024-02-01,20.72,large,14.22,low,rainy,3.0,morning
2023-11-20,35.86,large,11.21,high,rainy,61.0,afternoon
2023-10-10,76.47,large,2.68,high,sunny,20.0,afternoon
2024-08-31,21.64,small,35.33,low,rainy,44.0,morning
2024-02-28,59.56,medium,32.71,medium,snowy,66.0,afternoon
2024-06-27,70.28,small,39.25,high,sunny,51.0,afternoon
2023-10-06,65.74,large,47.81,low,sunny,54.0,morning
2024-03-18,70.93,small,16.77,low,rainy,43.0,morning
2023-12-25,70.96,small,12.5,low,sunny,99.0,
2023-12-24,96.52,small,14.24,low,rainy,45.0,morning
2023-10-07,35.3,medium,27.98,high,rainy,16.0,morning
2023-11-25,87.98,medium,23.54,low,snowy,7.0,morning
2024-06-28,3.16,large,4.93,low,sunny,70.0,afternoon
2024-05-06,29.53,medium,11.36,high,sunny,82.0,afternoon
2024-07-15,5.82,large,28.0,high,sunny,30.0,afternoon
2023-11-26,65.47,medium,48.74,low,sunny,10.0,morning
2024-08-21,10.98,large,38.31,medium,rainy,67.0,afternoon
2024-09-13,84.72,small,49.16,low,rainy,64.0,afternoon
2024-09-14,65.01,large,36.19,low,sunny,22.0,morning
2024-01-20,3.85,medium,49.37,low,rainy,59.0,morning
2023-12-15,71.76,large,12.86,low,sunny,43.0,morning
2024-03-05,86.34,medium,45.81,high,rainy,13.0,afternoon
2024-03-20,66.45,small,33.6,high,foggy,74.0,afternoon
2024-07-16,4.02,small,30.1,high,sunny,11.0,morning
2024-02-10,85.93,medium,35.23,low,sunny,15.0,morning
2023-10-18,73.51,large,28.68,medium,foggy,98.0,evening
2023-12-02,38.47,small,18.34,low,sunny,64.0,morning
2023-12-18,33.53,large,40.77,high,sunny,10.0,morning
2024-05-07,48.5,small,18.89,high,sunny,74.0,afternoon
2024-02-19,86.84,small,21.82,medium,rainy,3.0,morning
2024-05-25,25.95,large,39.54,low,foggy,15.0,morning
2023-12-26,11.0,medium,48.72,low,foggy,34.0,morning
2024-07-28,86.6,medium,16.04,medium,rainy,72.0,afternoon
2023-12-08,3.6,medium,49.0,medium,snowy,64.0,afternoon
2024-03-17,91.19,medium,44.46,low,sunny,51.0,morning
2024-03-25,31.27,large,10.31,high,rainy,94.0,evening
2024-01-23,51.31,large,8.45,medium,sunny,66.0,afternoon
2024-02-20,14.1,small,41.02,low,sunny,15.0,morning
2023-09-26,90.32,small,3.79,low,sunny,96.0,afternoon
2023-11-03,75.23,small,49.23,high,rainy,37.0,afternoon
2023-11-27,92.49,large,10.66,low,sunny,76.0,afternoon
2024-06-07,68.64,small,1.67,low,sunny,18.0,morning
2024-05-17,19.28,large,33.41,medium,sunny,77.0,afternoon
2024-03-16,31.52,large,28.7,medium,rainy,26.0,morning
2024-05-08,49.2,large,45.61,low,rainy,93.0,afternoon
2023-11-22,61.12,small,7.3,medium,rainy,44.0,afternoon
2023-12-16,92.72,medium,9.69,low,rainy,53.0,morning
2024-04-10,39.01,large,36.65,low,rainy,48.0,morning
2024-07-03,70.6,small,19.85,high,snowy,3.0,afternoon
2024-03-06,96.14,small,31.61,low,rainy,87.0,afternoon
2024-03-10,16.09,medium,2.23,medium,sunny,69.0,afternoon
2023-11-06,86.41,large,40.47,low,rainy,21.0,morning
2023-10-23,42.65,large,13.54,medium,sunny,2.0,morning
2023-11-03,73.51,small,26.88,low,sunny,16.0,morning
2024-09-13,30.06,large,34.87,low,snowy,4.0,morning
2024-02-02,34.06,medium,8.72,low,sunny,67.0,afternoon
2024-01-12,3.69,large,4.4,medium,rainy,85.0,afternoon
2024-07-06,97.17,small,0.52,low,foggy,41.0,morning
2023-10-31,81.53,large,3.36,medium,sunny,37.0,afternoon
2024-01-03,10.3,large,45.59,high,sunny,28.0,afternoon
2023-10-11,99.95,large,26.2,low,rainy,47.0,morning
2023-11-02,60.9,large,3.71,low,rainy,80.0,afternoon
2024-04-06,85.52,small,49.82,medium,sunny,98.0,afternoon
2024-08-16,7.6,small,4.98,low,rainy,68.0,afternoon
2024-04-28,39.56,large,45.95,high,sunny,78.0,afternoon
2023-09-23,67.3,small,11.35,high,foggy,11.0,morning
2024-06-01,11.54,small,35.28,medium,sunny,13.0,morning
2023-09-24,49.4,small,12.05,low,sunny,21.0,morning
2024-09-15,44.83,large,49.61,low,foggy,63.0,afternoon
2024-02-08,22.39,large,9.39,low,sunny,1.0,morning
2023-10-19,30.73,large,17.86,high,sunny,36.0,afternoon
2023-11-21,96.74,large,7.25,high,sunny,89.0,evening
2024-07-19,29.58,medium,25.0,high,sunny,66.0,evening
2024-07-18,22.13,large,21.77,high,rainy,51.0,afternoon
2024-02-28,54.08,large,40.78,low,snowy,80.0,afternoon
2024-01-30,67.42,large,42.79,medium,snowy,59.0,
2024-03-20,72.78,medium,42.98,low,sunny,88.0,afternoon
2023-11-14,75.67,large,2.32,medium,sunny,87.0,evening
2023-11-08,4.65,medium,9.41,medium,sunny,30.0,morning
2024-03-11,39.98,medium,32.14,low,sunny,92.0,afternoon
2024-04-05,77.62,large,30.29,low,sunny,44.0,morning
2024-08-09,90.58,large,40.42,low,rainy,17.0,morning
2024-02-16,60.62,medium,38.85,low,sunny,70.0,afternoon
2024-01-19,6.18,small,11.18,high,rainy,98.0,evening
2024-04-03,40.27,medium,17.52,high,foggy,7.0,afternoon
2024-09-17,8.35,medium,28.5,high,sunny,1.0,morning
2024-02-05,75.11,large,43.21,low,snowy,45.0,afternoon
2023-12-15,7.29,large,26.5,high,sunny,50.0,afternoon
2023-09-29,19.39,small,34.67,medium,snowy,46.0,afternoon
2024-05-12,42.28,medium,19.59,high,foggy,78.0,evening
2024-07-19,46.8,medium,5.32,medium,rainy,30.0,afternoon
2024-04-29,41.24,small,22.38,low,foggy,62.0,afternoon
2024-05-30,46.88,small,8.4,medium,sunny,50.0,afternoon
2023-11-29,71.61,medium,18.24,medium,rainy,49.0,afternoon
2024-04-23,37.56,medium,15.5,medium,rainy,75.0,afternoon
2024-05-16,55.23,small,12.64,low,rainy,99.0,afternoon
2024-01-05,31.03,large,34.44,high,rainy,65.0,afternoon
2024-07-20,36.01,medium,10.44,low,sunny,89.0,afternoon
2024-03-05,61.77,medium,34.02,low,foggy,34.0,afternoon
2023-10-19,49.56,medium,2.42,low,foggy,33.0,afternoon
2024-02-10,72.58,medium,33.88,low,sunny,17.0,morning
2023-11-29,56.49,small,2.61,medium,rainy,24.0,morning
2024-03-20,80.55,small,9.31,low,sunny,94.0,afternoon
2024-07-21,44.9,small,25.41,low,rainy,52.0,morning
2024-02-13,49.61,small,49.4,high,sunny,82.0,afternoon
2023-12-25,67.33,small,32.08,low,rainy,65.0,afternoon
2024-08-09,22.9,large,0.67,medium,sunny,80.0,afternoon
2024-02-10,39.21,large,38.91,low,sunny,27.0,morning
2024-08-19,62.86,large,17.36,low,rainy,70.0,afternoon
2023-11-09,3.86,large,49.61,medium,rainy,99.0,evening
2024-05-03,44.26,small,30.52,medium,rainy,64.0,afternoon
2024-07-11,60.29,small,46.3,medium,rainy,13.0,morning
2023-11-15,96.77,large,2.92,low,sunny,67.0,afternoon
2023-10-28,87.82,small,18.77,low,sunny,86.0,afternoon
2024-04-14,28.79,small,14.73,low,rainy,25.0,morning
2024-03-10,51.21,medium,19.04,low,sunny,7.0,morning
2023-10-03,6.59,medium,15.58,medium,rainy,63.0,afternoon
2024-01-25,24.83,large,14.27,high,sunny,11.0,afternoon
2024-08-28,77.71,small,24.32,medium,rainy,53.0,afternoon
2024-03-09,13.21,medium,39.13,low,rainy,62.0,morning
2024-01-08,26.51,small,32.51,low,snowy,78.0,afternoon
2024-04-25,94.46,medium,18.8,high,rainy,59.0,afternoon
2024-08-17,82.56,large,29.68,low,foggy,45.0,morning
2024-08-14,78.4,small,45.39,medium,rainy,97.0,evening
,86.59,small,13.8,low,sunny,4.0,morning
2024-07-25,75.21,medium,25.28,medium,rainy,88.0,evening
2023-10-12,12.94,large,45.63,high,sunny,83.0,afternoon
2024-04-04,52.14,medium,36.69,high,sunny,28.0,afternoon
2024-04-23,44.98,large,9.15,high,sunny,51.0,afternoon
2024-03-14,31.8,large,39.77,low,sunny,65.0,afternoon
2023-11-29,83.57,large,40.21,low,sunny,58.0,afternoon
2023-12-20,46.95,small,37.42,low,rainy,75.0,afternoon
2023-11-20,6.97,medium,29.99,high,rainy,68.0,afternoon
2023-10-16,28.22,small,6.34,low,sunny,13.0,morning
2024-08-16,23.63,small,23.73,low,rainy,64.0,afternoon
2024-08-03,88.86,small,4.79,high,sunny,56.0,afternoon
2024-04-25,65.1,large,26.19,high,snowy,98.0,evening
2024-09-02,56.48,large,20.55,high,sunny,17.0,morning
2024-07-02,51.16,large,0.79,low,sunny,60.0,afternoon
2023-12-03,65.36,large,39.0,low,sunny,39.0,morning
2023-10-19,75.73,large,32.71,medium,sunny,38.0,afternoon
2023-09-27,55.88,large,12.42,medium,sunny,67.0,afternoon
2024-08-14,93.89,small,32.28,medium,rainy,95.0,evening
2024-08-26,97.71,large,27.43,low,snowy,71.0,afternoon
2024-04-23,99.54,medium,25.65,high,rainy,91.0,evening
2024-07-22,67.27,large,19.13,low,rainy,75.0,afternoon
2023-10-02,93.33,small,2.65,low,rainy,20.0,morning
2024-09-12,41.04,medium,49.32,medium,foggy,32.0,morning
2024-08-27,86.1,small,25.73,high,sunny,35.0,afternoon
2023-10-09,91.01,small,3.21,medium,sunny,86.0,evening
2024-07-22,90.51,medium,3.01,low,snowy,10.0,morning
2023-10-19,83.25,large,38.59,medium,sunny,68.0,afternoon
2024-02-20,41.25,small,17.56,low,sunny,97.0,afternoon
2024-01-09,16.73,small,21.73,low,foggy,51.0,
2024-09-10,34.06,medium,30.96,low,sunny,44.0,morning
2024-07-21,76.96,large,0.6,low,foggy,80.0,afternoon
2024-08-16,24.06,medium,26.04,high,rainy,45.0,afternoon
2023-12-02,48.35,medium,34.79,medium,sunny,16.0,morning
2024-08-02,56.97,small,19.94,medium,rainy,52.0,afternoon
2023-12-23,60.78,large,8.53,low,foggy,7.0,morning
2024-03-24,93.64,small,42.67,high,sunny,35.0,afternoon
2023-09-29,66.49,large,20.17,low,foggy,37.0,morning
2024-08-27,78.84,medium,49.82,high,foggy,25.0,afternoon
2024-01-04,58.61,large,27.01,low,sunny,48.0,afternoon
2024-05-09,83.52,small,6.76,low,rainy,66.0,afternoon
2024-03-18,27.1,large,4.44,low,sunny,47.0,morning
2024-02-21,21.78,large,10.81,low,sunny,31.0,morning
2024-05-31,92.71,small,44.8,medium,foggy,3.0,morning
2023-11-07,69.65,small,24.86,medium,sunny,83.0,afternoon
2023-12-30,67.48,small,41.48,low,rainy,43.0,morning
2023-11-02,47.26,medium,33.71,medium,snowy,47.0,afternoon
2023-12-17,38.29,small,42.98,medium,sunny,29.0,morning
2024-08-29,56.01,medium,26.13,high,snowy,95.0,evening
2023-10-29,12.94,large,41.04,low,sunny,2.0,morning
2024-01-24,46.02,large,47.18,medium,foggy,40.0,afternoon
2024-01-03,46.08,small,7.66,medium,sunny,14.0,morning
2023-11-29,54.3,medium,49.85,medium,rainy,77.0,afternoon
2024-01-11,63.83,medium,37.09,high,rainy,34.0,afternoon
2023-11-04,95.77,medium,28.94,high,rainy,53.0,afternoon
2023-10-22,65.56,small,49.61,low,sunny,57.0,morning
2024-09-12,88.49,small,8.75,high,rainy,77.0,evening
2024-05-29,56.07,medium,32.56,medium,snowy,64.0,afternoon
2024-02-24,63.07,large,9.82,medium,foggy,29.0,morning
2024-08-11,7.91,large,25.68,low,rainy,71.0,morning
2024-03-21,14.19,small,2.46,high,rainy,69.0,afternoon
2024-07-04,58.39,small,17.51,low,sunny,25.0,morning
2023-12-22,40.18,medium,43.73,medium,sunny,2.0,morning
2023-12-29,80.08,medium,38.05,high,sunny,82.0,evening
2024-04-13,54.77,medium,20.14,medium,foggy,74.0,afternoon
2024-05-27,88.35,large,8.97,medium,sunny,24.0,afternoon
2024-08-26,97.26,medium,3.57,low,sunny,50.0,morning
2024-05-28,15.62,medium,47.67,medium,sunny,49.0,afternoon
,40.09,small,21.9,low,snowy,93.0,afternoon
2024-07-14,66.83,small,36.16,high,rainy,19.0,morning
2023-10-05,31.24,medium,45.46,low,rainy,80.0,afternoon
2023-10-10,27.44,small,36.96,high,snowy,68.0,evening
2024-05-24,81.56,medium,23.69,high,sunny,76.0,evening
2024-06-21,98.06,medium,18.77,medium,sunny,89.0,evening
2023-09-26,77.61,medium,43.72,low,rainy,5.0,morning
2023-10-11,52.84,small,16.29,low,sunny,4.0,morning
2024-08-13,44.81,medium,16.69,low,sunny,8.0,morning
2024-07-24,54.43,small,37.97,medium,rainy,33.0,morning
2024-08-25,46.82,large,29.5,high,rainy,91.0,afternoon
2024-08-22,50.79,large,21.68,medium,sunny,22.0,morning
2024-07-19,21.14,small,22.8,low,sunny,93.0,afternoon
2024-04-05,90.47,large,29.39,low,sunny,69.0,afternoon
2024-04-21,75.7,large,22.15,medium,rainy,8.0,morning
2024-04-19,68.42,large,16.18,low,rainy,74.0,afternoon
2024-07-09,95.04,medium,45.35,high,rainy,40.0,afternoon
2024-02-25,29.16,large,25.57,medium,sunny,56.0,morning
2024-02-28,9.03,medium,10.33,low,sunny,8.0,morning
2024-03-10,82.79,small,8.65,high,sunny,43.0,afternoon
2023-09-23,99.84,small,14.74,medium,sunny,46.0,morning
2023-10-29,58.26,large,49.33,low,rainy,10.0,morning
2024-08-17,6.82,medium,46.27,medium,rainy,61.0,
2024-04-23,78.27,small,5.06,low,rainy,83.0,afternoon
2024-01-28,8.3,small,4.67,low,foggy,31.0,morning
2024-04-09,54.46,medium,19.4,medium,rainy,1.0,morning
2024-02-12,28.48,large,25.91,low,sunny,89.0,afternoon
2023-10-13,91.59,small,15.53,high,sunny,43.0,afternoon
2024-01-12,45.68,large,32.98,high,sunny,22.0,afternoon
2024-07-13,89.95,large,21.71,high,rainy,55.0,afternoon
2023-12-05,30.61,medium,27.1,high,sunny,93.0,evening
2023-12-07,39.35,large,14.39,low,sunny,27.0,morning
2023-11-07,94.76,small,3.94,low,foggy,5.0,morning
2023-12-15,20.93,medium,34.76,medium,sunny,87.0,afternoon
2023-12-15,58.27,large,36.44,low,sunny,37.0,morning
2024-02-21,39.46,medium,23.96,medium,snowy,73.0,evening
2023-12-22,77.64,medium,43.19,medium,rainy,65.0,afternoon
2023-12-30,13.8,medium,15.66,low,rainy,76.0,afternoon
2023-09-27,44.28,large,36.34,medium,rainy,42.0,afternoon
2023-10-09,70.19,medium,29.22,high,foggy,69.0,afternoon
2024-02-15,41.29,large,21.76,low,foggy,83.0,afternoon
2024-06-23,6.79,medium,11.0,low,sunny,53.0,morning
2023-11-11,70.81,large,33.21,high,sunny,38.0,afternoon
2024-05-26,50.82,medium,8.42,low,sunny,27.0,morning
2023-11-06,2.12,large,36.39,low,sunny,30.0,morning
2024-04-09,61.65,small,11.14,low,rainy,36.0,morning
2023-11-02,92.07,small,1.36,medium,sunny,1.0,morning
2024-06-23,11.99,medium,15.5,medium,sunny,2.0,morning
2023-11-14,59.48,small,43.27,low,sunny,33.0,morning
2024-05-17,73.14,large,1.92,medium,sunny,57.0,afternoon
2024-02-08,8.01,small,3.59,low,rainy,62.0,morning
2023-11-16,3.24,large,26.92,low,sunny,94.0,afternoon
2023-10-09,46.96,large,0.7,high,rainy,47.0,afternoon
2024-04-05,79.33,small,32.11,high,rainy,73.0,evening
2024-01-20,16.91,small,31.41,medium,sunny,28.0,morning
2023-10-22,83.83,large,11.44,low,rainy,83.0,afternoon
2024-09-06,66.0,small,22.03,low,sunny,85.0,afternoon
2024-07-10,33.89,small,38.43,medium,rainy,31.0,afternoon
2024-09-02,52.07,medium,10.48,medium,rainy,89.0,
2024-07-07,96.59,large,30.35,high,rainy,90.0,evening
2023-12-19,22.43,medium,22.23,low,sunny,96.0,afternoon
2023-10-06,50.45,large,20.02,low,sunny,27.0,morning
2024-06-08,62.82,small,16.8,low,rainy,63.0,morning
2024-04-04,14.66,large,27.46,high,sunny,2.0,morning
2024-08-22,5.31,small,12.94,high,sunny,61.0,afternoon
2023-10-01,2.33,medium,32.01,low,foggy,43.0,morning
2023-12-05,33.14,large,6.16,medium,snowy,32.0,afternoon
2024-09-15,8.32,medium,42.99,medium,sunny,76.0,afternoon
2024-04-20,80.57,large,38.35,medium,foggy,67.0,afternoon
2024-04-04,99.73,medium,21.08,low,rainy,89.0,afternoon
2023-09-24,7.07,small,9.32,low,snowy,95.0,afternoon
2024-07-13,43.84,large,20.05,high,sunny,98.0,evening
2024-05-20,3.55,medium,33.87,medium,sunny,47.0,afternoon
2023-12-18,14.27,small,18.62,high,rainy,95.0,evening
2024-01-08,32.97,small,4.58,low,snowy,68.0,afternoon
2024-02-17,39.98,large,5.9,low,rainy,19.0,morning
2023-09-26,94.04,large,34.98,low,snowy,78.0,afternoon
2024-06-03,40.19,large,42.91,high,foggy,8.0,morning
2024-05-29,50.13,medium,41.55,low,sunny,67.0,afternoon
2023-12-22,25.31,small,37.34,high,rainy,20.0,afternoon
2024-09-18,1.01,small,38.12,high,rainy,24.0,afternoon
2023-12-18,90.03,large,49.04,medium,rainy,43.0,afternoon
2024-05-27,9.09,small,8.22,low,snowy,35.0,afternoon
2023-11-02,96.46,small,27.49,medium,sunny,78.0,afternoon
2024-09-14,13.95,large,13.51,low,rainy,53.0,morning
2023-11-27,60.88,small,11.9,low,sunny,92.0,afternoon
2024-05-22,99.94,small,20.76,medium,sunny,39.0,afternoon
2024-05-26,14.71,large,17.16,medium,rainy,28.0,morning
2024-03-02,42.97,medium,32.88,high,rainy,40.0,afternoon
2023-12-16,78.26,large,21.03,low,sunny,8.0,morning
2024-07-24,4.19,small,14.62,low,sunny,72.0,afternoon
2024-08-03,69.29,large,4.65,medium,sunny,57.0,afternoon
2024-02-21,8.96,large,14.9,low,sunny,6.0,morning
2024-08-30,24.42,small,24.45,medium,rainy,3.0,morning
2024-04-09,16.85,small,30.55,low,rainy,97.0,afternoon
2023-12-22,90.83,medium,32.15,medium,sunny,70.0,afternoon
2023-11-12,18.87,medium,10.87,low,sunny,31.0,morning
2024-08-20,5.0,small,20.74,low,sunny,30.0,morning
2023-12-31,59.17,medium,20.46,low,sunny,27.0,morning
2024-07-15,35.27,medium,1.24,medium,sunny,1.0,morning
2023-12-17,41.16,large,44.26,low,foggy,4.0,morning
2024-04-26,12.79,large,33.86,low,sunny,95.0,afternoon
2024-03-06,75.08,medium,33.28,low,snowy,74.0,afternoon
2024-02-21,60.55,large,29.13,high,rainy,65.0,afternoon
2023-11-12,37.06,large,23.31,low,sunny,4.0,morning
2023-10-19,17.99,small,11.63,high,sunny,65.0,afternoon
2024-08-26,59.75,medium,19.93,low,snowy,4.0,morning
2023-10-09,78.08,medium,9.23,medium,foggy,89.0,evening
2023-11-04,31.93,small,40.87,low,rainy,98.0,afternoon
2024-06-07,3.56,small,10.94,low,foggy,89.0,afternoon
2024-07-24,22.22,small,14.22,low,snowy,60.0,afternoon
2024-03-23,68.56,large,1.13,low,sunny,81.0,afternoon
2024-03-13,98.92,small,19.03,high,rainy,7.0,afternoon
2024-09-20,2.32,small,35.64,low,sunny,89.0,afternoon
2024-06-18,31.31,small,9.32,high,sunny,66.0,afternoon
2024-09-18,7.14,small,25.81,low,sunny,4.0,morning
2024-04-23,32.32,large,46.97,medium,rainy,80.0,afternoon
2024-04-18,41.19,medium,22.21,low,snowy,96.0,evening
2023-11-08,92.17,small,39.84,low,sunny,61.0,afternoon
2023-12-29,8.98,small,40.02,low,sunny,69.0,afternoon
2024-01-01,77.94,medium,32.79,medium,foggy,88.0,evening
2023-10-03,40.16,medium,18.62,low,sunny,4.0,morning
2023-12-15,81.32,small,38.1,low,snowy,70.0,afternoon
2023-10-25,51.83,small,47.03,low,sunny,23.0,morning
2023-10-21,4.89,medium,13.97,low,sunny,29.0,morning
2024-01-17,94.67,small,25.33,low,sunny,95.0,afternoon
2024-06-26,9.19,large,30.22,medium,snowy,31.0,afternoon
2024-08-24,60.17,small,29.92,low,rainy,81.0,morning
2024-07-16,87.89,small,21.13,low,sunny,59.0,afternoon
2024-08-21,8.9,large,27.41,medium,sunny,11.0,morning
2023-09-24,55.84,medium,3.26,medium,foggy,26.0,morning
2024-01-29,82.6,medium,3.69,low,rainy,60.0,afternoon
2023-11-07,98.65,medium,46.62,low,sunny,1.0,morning
2024-06-08,72.71,small,27.78,low,rainy,53.0,morning
2023-11-08,28.56,medium,10.16,low,snowy,58.0,afternoon
2024-09-17,70.26,large,13.59,low,sunny,64.0,morning
2024-04-03,70.87,large,35.34,high,rainy,32.0,afternoon
2024-03-20,70.3,small,34.76,low,rainy,52.0,morning
2024-01-17,85.57,medium,33.08,low,sunny,32.0,morning
2024-04-27,9.65,medium,12.87,medium,sunny,80.0,afternoon
2023-12-05,11.73,large,41.76,low,sunny,91.0,afternoon
2024-07-23,64.42,medium,3.71,low,sunny,33.0,morning
2024-07-04,95.43,large,21.38,low,sunny,43.0,morning
2024-02-11,47.12,small,38.3,low,sunny,28.0,morning
2024-05-20,96.1,large,12.29,low,snowy,78.0,afternoon
2023-10-23,93.87,medium,12.4,low,foggy,47.0,afternoon
2024-08-15,90.39,large,0.57,low,sunny,25.0,morning
2023-11-29,91.08,medium,24.97,low,rainy,5.0,morning
2023-10-27,89.93,small,45.97,high,sunny,83.0,evening
2023-11-16,82.17,large,25.88,low,snowy,9.0,morning
2024-03-10,69.8,small,46.71,low,sunny,53.0,afternoon
2024-04-27,3.42,small,11.16,low,rainy,34.0,morning
2024-06-27,14.09,large,20.05,medium,rainy,14.0,morning
2024-06-21,14.29,large,49.58,low,rainy,16.0,morning
2023-10-12,3.33,large,40.08,low,sunny,1.0,morning
2023-10-04,12.55,small,28.99,low,sunny,16.0,morning
2024-04-27,92.05,large,4.81,low,sunny,4.0,morning
2024-09-10,66.72,medium,6.96,low,sunny,55.0,afternoon
2024-07-19,31.9,medium,22.29,low,foggy,44.0,afternoon
2024-06-16,79.54,medium,40.84,medium,snowy,19.0,afternoon
2024-02-26,49.35,medium,37.2,medium,rainy,32.0,morning
2024-07-23,15.07,small,42.8,low,rainy,22.0,morning
2024-08-17,88.57,small,20.56,low,sunny,48.0,morning
2024-07-08,34.53,small,29.08,low,sunny,47.0,morning
2024-05-14,70.19,medium,15.75,high,sunny,53.0,afternoon
2023-12-25,29.77,small,27.14,medium,rainy,74.0,afternoon
2023-11-25,50.51,small,31.01,high,rainy,86.0,evening
2024-09-15,81.81,medium,26.04,medium,sunny,98.0,afternoon
2023-12-10,16.52,large,10.3,low,foggy,74.0,afternoon
2024-09-13,97.75,small,17.3,low,sunny,47.0,morning
2024-09-01,7.95,small,31.65,low,snowy,2.0,morning
2023-10-05,53.87,large,28.91,medium,foggy,23.0,afternoon
2023-11-13,91.69,small,22.7,low,snowy,67.0,afternoon
2024-09-12,94.62,medium,3.58,high,sunny,76.0,evening
2024-05-02,23.98,large,22.96,high,sunny,88.0,evening
2024-07-17,15.25,small,28.54,low,snowy,72.0,afternoon
2024-05-05,72.72,small,11.33,high,sunny,6.0,morning
2023-12-10,5.16,small,1.21,low,sunny,26.0,morning
2024-07-01,49.04,small,25.85,low,sunny,84.0,afternoon
2023-11-23,79.84,medium,19.27,low,sunny,43.0,morning
2023-12-29,56.47,large,34.65,medium,sunny,88.0,afternoon
2024-05-04,19.61,medium,6.73,low,rainy,93.0,afternoon
2023-11-03,49.22,medium,27.32,medium,rainy,5.0,morning
2024-09-14,92.21,small,45.03,high,rainy,19.0,morning
2024-08-09,62.1,small,46.31,low,rainy,16.0,morning
2024-04-16,72.43,small,44.04,medium,rainy,39.0,afternoon
2024-07-13,34.29,large,40.19,low,sunny,81.0,afternoon
2024-07-17,19.66,medium,46.93,low,rainy,27.0,morning
2023-10-22,26.31,medium,48.46,high,sunny,48.0,afternoon
2024-05-07,53.78,medium,14.58,medium,sunny,14.0,morning
2024-05-17,28.74,large,24.64,low,rainy,99.0,afternoon
2023-12-03,54.65,small,35.63,medium,rainy,91.0,evening
